,platform,searchTime,searchQuery,searchInteractionURIs,Time_Short,Time,hour,hour_adj,day
0,IPHONE,2023-07-29T05:29:30.638Z[UTC],modnight,['spotify:album:151w1FgRZfnKZA9FEcg9Z3'],2023-07-29T05:29:30,2023-07-29 05:29:30,5,21,29
1,IPHONE_ARM64,2023-07-29T07:39:22.809Z[UTC],modnig,[],2023-07-29T07:39:22,2023-07-29 07:39:22,7,23,29
2,IPHONE,2023-07-29T07:39:24.954Z[UTC],dress,"['spotify:track:6oVxXO5oQ4pTpO8RSnkzvv', 'spotify:album:6DEjYFkNZh67HP7R9PSZvv']",2023-07-29T07:39:24,2023-07-29 07:39:24,7,23,29
3,IPHONE_ARM64,2023-08-06T23:15:14.766Z[UTC],taulor swif,[],2023-08-06T23:15:14,2023-08-06 23:15:14,23,15,6
4,IPHONE,2023-08-06T23:15:15.190Z[UTC],taulor swift,['spotify:playlist:6kh8X00EqGovzCJeYyWVTJ'],2023-08-06T23:15:15,2023-08-06 23:15:15,23,15,6
5,IPHONE_ARM64,2023-08-07T22:16:10.106Z[UTC],superhe,[],2023-08-07T22:16:10,2023-08-07 22:16:10,22,14,7
6,IPHONE,2023-08-07T22:16:10.500Z[UTC],superhero,['spotify:track:0vjeOZ3Ft5jvAi9SBFJm1j'],2023-08-07T22:16:10,2023-08-07 22:16:10,22,14,7
7,IPHONE,2023-08-13T22:12:09.413Z[UTC],ibiza,"['spotify:track:3CCyVdprlcXui4ZwMw1hNS', 'spotify:track:1MtUq6Wp1eQ8PC6BbPCj8P']",2023-08-13T22:12:09,2023-08-13 22:12:09,22,14,13
8,IPHONE,2023-08-14T23:27:05.045Z[UTC],pod qu,['spotify:show:35zqLhxvCBC1dfdtMfYHqh'],2023-08-14T23:27:05,2023-08-14 23:27:05,23,15,14
9,IPHONE_ARM64,2023-08-15T20:26:16.991Z[UTC],ba,[],2023-08-15T20:26:16,2023-08-15 20:26:16,20,12,15
10,IPHONE,2023-08-15T20:26:17.540Z[UTC],back,['spotify:album:6mUdeDZCsExyJLMdAfDuwh'],2023-08-15T20:26:17,2023-08-15 20:26:17,20,12,15
11,IPHONE,2023-08-15T21:32:33.584Z[UTC],back,[],2023-08-15T21:32:33,2023-08-15 21:32:33,21,13,15
12,IPHONE_ARM64,2023-08-15T22:06:45.177Z[UTC],bac,[],2023-08-15T22:06:45,2023-08-15 22:06:45,22,14,15
13,IPHONE_ARM64,2023-08-15T22:06:47.664Z[UTC],too,[],2023-08-15T22:06:47,2023-08-15 22:06:47,22,14,15
14,IPHONE_ARM64,2023-08-15T22:06:47.841Z[UTC],too ,[],2023-08-15T22:06:47,2023-08-15 22:06:47,22,14,15
15,IPHONE,2023-08-15T22:06:53.312Z[UTC],top rock,"['spotify:playlist:1puQ0hv40TUre24cFillJS', 'spotify:playlist:7DgPQwzEoUVfQYBiMLER9Z']",2023-08-15T22:06:53,2023-08-15 22:06:53,22,14,15
16,IPHONE_ARM64,2023-08-15T22:09:56.865Z[UTC],rainbow,[],2023-08-15T22:09:56,2023-08-15 22:09:56,22,14,15
17,IPHONE,2023-08-15T22:10:01.375Z[UTC],rainbow star,['spotify:track:1aDNYyeU62BuQsBAY18i48'],2023-08-15T22:10:01,2023-08-15 22:10:01,22,14,15
18,IPHONE_ARM64,2023-08-15T22:11:13.858Z[UTC],d,[],2023-08-15T22:11:13,2023-08-15 22:11:13,22,14,15
19,IPHONE_ARM64,2023-08-15T22:11:14.299Z[UTC],dont,[],2023-08-15T22:11:14,2023-08-15 22:11:14,22,14,15
20,IPHONE,2023-08-15T22:11:15.570Z[UTC],dont fea,['spotify:track:5QTxFnGygVM4jFQiBovmRo'],2023-08-15T22:11:15,2023-08-15 22:11:15,22,14,15
21,IPHONE,2023-08-15T22:11:30.937Z[UTC],funk ,['spotify:track:5h6SovHOYpIMlAkafxcbq3'],2023-08-15T22:11:30,2023-08-15 22:11:30,22,14,15
22,IPHONE_ARM64,2023-08-15T22:15:27.531Z[UTC],fu,[],2023-08-15T22:15:27,2023-08-15 22:15:27,22,14,15
23,IPHONE_ARM64,2023-08-15T22:15:28.668Z[UTC],si,[],2023-08-15T22:15:28,2023-08-15 22:15:28,22,14,15
24,IPHONE_ARM64,2023-08-15T22:15:31.439Z[UTC],silver machi,[],2023-08-15T22:15:31,2023-08-15 22:15:31,22,14,15
25,IPHONE,2023-08-15T22:15:31.885Z[UTC],silver machine,['spotify:track:2Cdto5zew97V6xF6paKJw9'],2023-08-15T22:15:31,2023-08-15 22:15:31,22,14,15
26,IPHONE_ARM64,2023-08-15T22:17:30.272Z[UTC],sc,[],2023-08-15T22:17:30,2023-08-15 22:17:30,22,14,15
27,IPHONE_ARM64,2023-08-15T22:17:30.640Z[UTC],schoo,[],2023-08-15T22:17:30,2023-08-15 22:17:30,22,14,15
28,IPHONE,2023-08-15T22:17:31.428Z[UTC],schools,['spotify:track:5Z8EDau8uNcP1E8JvmfkZe'],2023-08-15T22:17:31,2023-08-15 22:17:31,22,14,15
29,IPHONE,2023-08-15T22:49:27.801Z[UTC],schools,[],2023-08-15T22:49:27,2023-08-15 22:49:27,22,14,15
30,,2023-08-22T00:49:53.637Z[UTC],e,[],2023-08-22T00:49:53,2023-08-22 00:49:53,0,16,22
31,IPHONE_ARM64,2023-08-22T00:49:53.775Z[UTC],e,[],2023-08-22T00:49:53,2023-08-22 00:49:53,0,16,22
32,,2023-08-22T00:49:53.956Z[UTC],ev,[],2023-08-22T00:49:53,2023-08-22 00:49:53,0,16,22
33,,2023-08-22T00:49:54.058Z[UTC],eve,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
34,,2023-08-22T00:49:54.123Z[UTC],ever,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
35,IPHONE_ARM64,2023-08-22T00:49:54.233Z[UTC],ever,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
36,,2023-08-22T00:49:54.459Z[UTC],every,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
37,,2023-08-22T00:49:54.464Z[UTC],everyt,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
38,,2023-08-22T00:49:54.577Z[UTC],everyti,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
39,,2023-08-22T00:49:54.972Z[UTC],everytim,[],2023-08-22T00:49:54,2023-08-22 00:49:54,0,16,22
40,IPHONE,2023-08-22T00:49:55.191Z[UTC],everytim,"['spotify:track:5YJtMNWKe55yr49cyJgxva', 'spotify:track:0JbZk8LQm3hCecAykIwAPn']",2023-08-22T00:49:55,2023-08-22 00:49:55,0,16,22
41,,2023-08-22T00:50:20.533Z[UTC],everyti,[],2023-08-22T00:50:20,2023-08-22 00:50:20,0,16,22
42,,2023-08-22T00:50:20.656Z[UTC],everyt,[],2023-08-22T00:50:20,2023-08-22 00:50:20,0,16,22
43,,2023-08-22T00:50:20.877Z[UTC],every,[],2023-08-22T00:50:20,2023-08-22 00:50:20,0,16,22
44,,2023-08-22T00:50:21.249Z[UTC],ever,[],2023-08-22T00:50:21,2023-08-22 00:50:21,0,16,22
45,,2023-08-22T00:50:21.251Z[UTC],eve,[],2023-08-22T00:50:21,2023-08-22 00:50:21,0,16,22
46,,2023-08-22T00:50:21.372Z[UTC],ev,[],2023-08-22T00:50:21,2023-08-22 00:50:21,0,16,22
47,,2023-08-22T00:50:21.772Z[UTC],e,[],2023-08-22T00:50:21,2023-08-22 00:50:21,0,16,22
48,,2023-08-22T00:50:22.822Z[UTC],w,[],2023-08-22T00:50:22,2023-08-22 00:50:22,0,16,22
49,,2023-08-22T00:50:22.846Z[UTC],wa,[],2023-08-22T00:50:22,2023-08-22 00:50:22,0,16,22
50,,2023-08-22T00:50:23.011Z[UTC],wav,[],2023-08-22T00:50:23,2023-08-22 00:50:23,0,16,22
51,,2023-08-22T00:50:23.360Z[UTC],wavi,[],2023-08-22T00:50:23,2023-08-22 00:50:23,0,16,22
52,,2023-08-22T00:50:23.458Z[UTC],wavin,[],2023-08-22T00:50:23,2023-08-22 00:50:23,0,16,22
53,IPHONE,2023-08-22T00:50:23.822Z[UTC],wavin,"['spotify:track:02WDuAXXKumemrvsmrVBvH', 'spotify:track:02WDuAXXKumemrvsmrVBvH']",2023-08-22T00:50:23,2023-08-22 00:50:23,0,16,22
54,IPHONE_ARM64,2023-08-22T02:24:16.784Z[UTC],youl,[],2023-08-22T02:24:16,2023-08-22 02:24:16,2,18,22
55,IPHONE_ARM64,2023-08-22T02:24:16.950Z[UTC],youll ,[],2023-08-22T02:24:16,2023-08-22 02:24:16,2,18,22
56,IPHONE,2023-08-22T02:24:20.836Z[UTC],youll be thT girl,"['spotify:track:16Of7eeW44kt0a1M0nitHM', 'spotify:track:2ilQwlzkQSQj8Z5bhzn7YU']",2023-08-22T02:24:20,2023-08-22 02:24:20,2,18,22
57,IPHONE_ARM64,2023-08-22T02:24:29.486Z[UTC],youll be thT girl,[],2023-08-22T02:24:29,2023-08-22 02:24:29,2,18,22
58,IPHONE_ARM64,2023-08-22T03:49:39.204Z[UTC],fifa,[],2023-08-22T03:49:39,2023-08-22 03:49:39,3,19,22
59,IPHONE,2023-08-22T03:49:40.256Z[UTC],fifa so gs,"['spotify:playlist:315j5OaNjSO3C5AifquhBc', 'spotify:playlist:4y85MI3qRoui5GPSHWl8Op']",2023-08-22T03:49:40,2023-08-22 03:49:40,3,19,22
60,IPHONE_ARM64,2023-08-22T03:51:36.081Z[UTC],sports compilatio,[],2023-08-22T03:51:36,2023-08-22 03:51:36,3,19,22
61,IPHONE,2023-08-22T03:51:36.630Z[UTC],sports compilation,['spotify:playlist:1cArAfILR72vIhuIKpOhDP'],2023-08-22T03:51:36,2023-08-22 03:51:36,3,19,22
62,IPHONE_ARM64,2023-08-22T03:51:55.740Z[UTC],lov,[],2023-08-22T03:51:55,2023-08-22 03:51:55,3,19,22
63,IPHONE_ARM64,2023-08-22T03:51:55.935Z[UTC],love,[],2023-08-22T03:51:55,2023-08-22 03:51:55,3,19,22
64,IPHONE,2023-08-22T03:51:58.563Z[UTC],love me again,['spotify:track:4gtnJS9Xq88Dk0WdjyiTy3'],2023-08-22T03:51:58,2023-08-22 03:51:58,3,19,22
65,IPHONE,2023-08-22T03:52:06.286Z[UTC],love me again,['spotify:playlist:3wvTrgMNRFZS7JqmRrQtbk'],2023-08-22T03:52:06,2023-08-22 03:52:06,3,19,22
66,IPHONE_ARM64,2023-08-22T03:53:01.793Z[UTC],soc,[],2023-08-22T03:53:01,2023-08-22 03:53:01,3,19,22
67,IPHONE,2023-08-22T03:53:03.471Z[UTC],soccer comp,"['spotify:playlist:1o0SYAYVjYsiuScIcRLuh9', 'spotify:playlist:5VMjczSHmxcWeDpiUHiBqR', 'spotify:playlist:5VMjczSHmxcWeDpiUHiBqR', 'spotify:playlist:5VMjczSHmxcWeDpiUHiBqR', 'spotify:playlist:0X2bgkPtlrBzm8f21dWCsZ']",2023-08-22T03:53:03,2023-08-22 03:53:03,3,19,22
68,IPHONE_ARM64,2023-08-22T03:54:22.575Z[UTC],whit,[],2023-08-22T03:54:22,2023-08-22 03:54:22,3,19,22
69,IPHONE_ARM64,2023-08-22T03:54:22.948Z[UTC],whitman,[],2023-08-22T03:54:22,2023-08-22 03:54:22,3,19,22
70,IPHONE_ARM64,2023-08-22T03:54:24.218Z[UTC],whitman pre,[],2023-08-22T03:54:24,2023-08-22 03:54:24,3,19,22
71,IPHONE_ARM64,2023-08-22T03:54:26.674Z[UTC],whitman preg,[],2023-08-22T03:54:26,2023-08-22 03:54:26,3,19,22
72,IPHONE_ARM64,2023-08-22T03:54:26.786Z[UTC],whitman pre,[],2023-08-22T03:54:26,2023-08-22 03:54:26,3,19,22
73,IPHONE,2023-08-22T03:54:29.239Z[UTC],whitman soccer,[],2023-08-22T03:54:29,2023-08-22 03:54:29,3,19,22
74,IPHONE,2023-08-22T03:54:32.574Z[UTC],whitman socce,[],2023-08-22T03:54:32,2023-08-22 03:54:32,3,19,22
75,IPHONE_ARM64,2023-08-22T03:54:33.686Z[UTC],whitm,[],2023-08-22T03:54:33,2023-08-22 03:54:33,3,19,22
76,IPHONE_ARM64,2023-08-22T03:54:33.702Z[UTC],whitma,[],2023-08-22T03:54:33,2023-08-22 03:54:33,3,19,22
77,IPHONE_ARM64,2023-08-22T03:54:35.277Z[UTC],be,[],2023-08-22T03:54:35,2023-08-22 03:54:35,3,19,22
78,IPHONE,2023-08-22T04:15:25.914Z[UTC],bernie jones,[],2023-08-22T04:15:25,2023-08-22 04:15:25,4,20,22
79,IPHONE,2023-08-22T05:49:22.576Z[UTC],bernie jones,[],2023-08-22T05:49:22,2023-08-22 05:49:22,5,21,22
80,IPHONE,2023-08-23T16:56:15.868Z[UTC],top,['spotify:playlist:37i9dQZEVXbLRQDuF5jeBp'],2023-08-23T16:56:15,2023-08-23 16:56:15,16,8,23
81,IPHONE,2023-08-23T16:59:11.659Z[UTC],world in motion,"['spotify:track:47x8g4l24IpCvlcRxv2Jb6', 'spotify:playlist:4ehzkFK3e6VUUfAH8yTkms']",2023-08-23T16:59:11,2023-08-23 16:59:11,16,8,23
82,IPHONE,2023-08-23T17:08:23.231Z[UTC],best fifa,"['spotify:playlist:315j5OaNjSO3C5AifquhBc', 'spotify:playlist:4y85MI3qRoui5GPSHWl8Op']",2023-08-23T17:08:23,2023-08-23 17:08:23,17,9,23
83,IPHONE_ARM64,2023-08-23T17:11:08.054Z[UTC],memor,[],2023-08-23T17:11:08,2023-08-23 17:11:08,17,9,23
84,IPHONE,2023-08-23T17:11:08.213Z[UTC],memory,[],2023-08-23T17:11:08,2023-08-23 17:11:08,17,9,23
85,IPHONE,2023-08-23T20:42:31.174Z[UTC],paint,"['spotify:track:2IGMVunIBsBLtEQyoI1Mu7', 'spotify:track:63T7DJ1AFDD6Bn8VzG6JE8']",2023-08-23T20:42:31,2023-08-23 20:42:31,20,12,23
86,IPHONE_ARM64,2023-08-25T20:03:48.895Z[UTC],s,[],2023-08-25T20:03:48,2023-08-25 20:03:48,20,12,25
87,IPHONE,2023-08-25T20:03:50.031Z[UTC],summer,['spotify:track:2dBwB667LHQkLhdYlwLUZK'],2023-08-25T20:03:50,2023-08-25 20:03:50,20,12,25
88,IPHONE_ARM64,2023-08-25T20:03:55.427Z[UTC],su,[],2023-08-25T20:03:55,2023-08-25 20:03:55,20,12,25
89,IPHONE,2023-08-25T20:04:06.887Z[UTC],snow,['spotify:track:1wtOxkiel43cVs0Yux5Q4h'],2023-08-25T20:04:06,2023-08-25 20:04:06,20,12,25
90,IPHONE_ARM64,2023-08-25T20:16:45.343Z[UTC],sno,[],2023-08-25T20:16:45,2023-08-25 20:16:45,20,12,25
91,IPHONE_ARM64,2023-08-25T20:16:50.057Z[UTC],doja ca,[],2023-08-25T20:16:50,2023-08-25 20:16:50,20,12,25
92,IPHONE,2023-08-25T20:16:50.312Z[UTC],doja cat,['spotify:artist:5cj0lLjcoR7YOSnhnX0Po5'],2023-08-25T20:16:50,2023-08-25 20:16:50,20,12,25
93,IPHONE_ARM64,2023-08-25T20:17:54.448Z[UTC],ac,[],2023-08-25T20:17:54,2023-08-25 20:17:54,20,12,25
94,IPHONE,2023-08-25T20:17:56.005Z[UTC],act up,['spotify:track:3A2yGHWIzmGEIolwonU69h'],2023-08-25T20:17:56,2023-08-25 20:17:56,20,12,25
95,IPHONE,2023-08-25T20:26:41.290Z[UTC],selen,['spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx'],2023-08-25T20:26:41,2023-08-25 20:26:41,20,12,25
96,IPHONE_ARM64,2023-08-25T20:30:29.647Z[UTC],so,[],2023-08-25T20:30:29,2023-08-25 20:30:29,20,12,25
97,IPHONE,2023-08-25T20:30:30.776Z[UTC],soccer,"['spotify:playlist:4WZVWmspHQDYEDTDhRgbm2', 'spotify:playlist:0yjai7JFhUtxSQqamaqBBI']",2023-08-25T20:30:30,2023-08-25 20:30:30,20,12,25
98,IPHONE_ARM64,2023-08-25T20:31:38.977Z[UTC],m,[],2023-08-25T20:31:38,2023-08-25 20:31:38,20,12,25
99,IPHONE_ARM64,2023-08-25T20:31:38Z[UTC],so,[],2023-08-25T20:31:38,2023-08-25 20:31:38,20,12,25
100,IPHONE,2023-08-25T20:31:42.682Z[UTC],magic in the air,"['spotify:track:3s6ltUrI93LBKU8taezsLn', 'spotify:track:3s6ltUrI93LBKU8taezsLn', 'spotify:playlist:58v6vKphTJIR8mdG3ZhLBZ']",2023-08-25T20:31:42,2023-08-25 20:31:42,20,12,25
101,IPHONE,2023-08-25T20:37:16.198Z[UTC],tiktok,['spotify:track:0HPD5WQqrq7wPWR7P7Dw1i'],2023-08-25T20:37:16,2023-08-25 20:37:16,20,12,25
102,IPHONE_ARM64,2023-08-31T04:42:44.276Z[UTC],do,[],2023-08-31T04:42:44,2023-08-31 04:42:44,4,20,31
103,IPHONE,2023-08-31T04:42:45.511Z[UTC],doses,"['spotify:track:44CZRkOxv7UItaAUmh8PgN', 'spotify:track:44CZRkOxv7UItaAUmh8PgN']",2023-08-31T04:42:45,2023-08-31 04:42:45,4,20,31
104,IPHONE_ARM64,2023-08-31T04:57:40.538Z[UTC],fo,[],2023-08-31T04:57:40,2023-08-31 04:57:40,4,20,31
105,IPHONE,2023-08-31T04:57:41.685Z[UTC],foster,['spotify:artist:7gP3bB2nilZXLfPHJhMdvc'],2023-08-31T04:57:41,2023-08-31 04:57:41,4,20,31
106,IPHONE_ARM64,2023-09-01T18:10:02.453Z[UTC],d,[],2023-09-01T18:10:02,2023-09-01 18:10:02,18,10,1
107,IPHONE_ARM64,2023-09-01T18:10:03.980Z[UTC],d,[],2023-09-01T18:10:03,2023-09-01 18:10:03,18,10,1
108,IPHONE_ARM64,2023-09-01T18:10:04.705Z[UTC],di,[],2023-09-01T18:10:04,2023-09-01 18:10:04,18,10,1
109,IPHONE,2023-09-01T18:10:05.596Z[UTC],disco,['spotify:artist:7aaUzg2BMYDI4YRSrmr8kO'],2023-09-01T18:10:05,2023-09-01 18:10:05,18,10,1
110,IPHONE,2023-09-01T21:52:31.460Z[UTC],magic,['spotify:track:3s6ltUrI93LBKU8taezsLn'],2023-09-01T21:52:31,2023-09-01 21:52:31,21,13,1
